total_obs,total_exp,E,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,R50,R51,R52,R53,R54,R55,R56,R57,R58,R59,R60,R61,R62,R63,R64,R65,R66,R67,R68,R69,R70,R71,R72,R73,R74,R75,R76,R77,R78,R79,R80,R81,R82,R83,R84,R85,R86,R87,R88,R89,R90,R91,R92,R93,R94,R95,R96,R97,R98,R99,R100,R101,R102,R103,R104,R105,R106,R107,R108,R109,R110,R111,R112,R113,R114,R115,R116,R117,R118,R119,R120,R121,R122,R123,R124,R125,R126,R127,R128,R129,R130,R131,R132,R133,R134,R135,R136,R137,R138,R139,R140,R141,R142,R143,R144,R145,R146,R147,R148,R149,R150,R151,R152,R153,R154,R155,R156,R157,R158,R159,R160,R161,R162,R163,R164,R165,R166,R167,R168,R169,R170,R171,R172,R173,R174,R175,R176,R177,R178,R179,R180,R181,R182,R183,R184,R185,R186,R187,R188,R189,R190,R191,R192,R193,R194,R195,R196,R197,R198,R199,R200,rand_mean,rand_std
0,0,183.0,179.0,183.0,163.0,181.0,174.0,169.0,180.0,177.0,176.0,181.0,177.0,178.0,177.0,180.0,179.0,169.0,192.0,172.0,184.0,179.0,174.0,181.0,171.0,178.0,164.0,176.0,179.0,185.0,174.0,190.0,168.0,163.0,181.0,182.0,186.0,167.0,172.0,175.0,176.0,171.0,181.0,178.0,186.0,183.0,166.0,179.0,174.0,186.0,174.0,173.0,178.0,175.0,181.0,178.0,184.0,173.0,175.0,176.0,185.0,166.0,170.0,177.0,187.0,174.0,177.0,180.0,183.0,175.0,168.0,170.0,175.0,176.0,171.0,171.0,190.0,189.0,179.0,181.0,170.0,184.0,176.0,171.0,170.0,171.0,182.0,183.0,179.0,166.0,180.0,186.0,181.0,184.0,177.0,159.0,175.0,174.0,173.0,181.0,180.0,176.0,167.0,178.0,167.0,174.0,172.0,177.0,178.0,172.0,167.0,186.0,177.0,179.0,167.0,176.0,169.0,183.0,182.0,173.0,169.0,172.0,174.0,175.0,183.0,164.0,177.0,176.0,177.0,177.0,179.0,174.0,179.0,165.0,182.0,183.0,179.0,177.0,171.0,175.0,185.0,180.0,177.0,177.0,176.0,169.0,175.0,190.0,180.0,188.0,170.0,194.0,181.0,173.0,180.0,180.0,173.0,193.0,165.0,177.0,172.0,177.0,177.0,187.0,177.0,181.0,187.0,183.0,162.0,166.0,162.0,181.0,171.0,189.0,184.0,180.0,181.0,166.0,179.0,176.0,172.0,182.0,175.0,183.0,181.0,180.0,177.0,165.0,181.0,180.0,176.0,172.0,175.0,184.0,166.0,179.0,188.0,178.0,182.0,177.0,174.0,169.0,176.77,6.559131882747622
0,1,101.0,100.0,102.0,101.0,119.0,92.0,108.0,103.0,109.0,119.0,99.0,100.0,95.0,101.0,101.0,97.0,111.0,115.0,91.0,92.0,90.0,112.0,102.0,100.0,100.0,102.0,90.0,105.0,107.0,113.0,104.0,112.0,92.0,100.0,107.0,101.0,94.0,111.0,104.0,95.0,99.0,111.0,103.0,102.0,104.0,105.0,95.0,104.0,99.0,112.0,102.0,101.0,90.0,104.0,94.0,97.0,102.0,97.0,107.0,108.0,105.0,113.0,87.0,104.0,103.0,96.0,99.0,105.0,89.0,100.0,102.0,102.0,103.0,109.0,110.0,101.0,101.0,92.0,97.0,96.0,90.0,98.0,82.0,111.0,113.0,94.0,86.0,102.0,107.0,106.0,100.0,93.0,94.0,100.0,104.0,101.0,104.0,96.0,100.0,106.0,113.0,115.0,108.0,103.0,102.0,101.0,95.0,115.0,107.0,94.0,90.0,97.0,104.0,86.0,103.0,96.0,114.0,107.0,95.0,102.0,102.0,112.0,109.0,97.0,103.0,98.0,109.0,105.0,114.0,97.0,95.0,101.0,88.0,100.0,97.0,108.0,101.0,104.0,108.0,126.0,104.0,98.0,94.0,102.0,96.0,112.0,98.0,86.0,95.0,89.0,100.0,93.0,99.0,101.0,106.0,104.0,96.0,89.0,107.0,97.0,102.0,78.0,107.0,102.0,107.0,93.0,92.0,97.0,106.0,107.0,108.0,98.0,106.0,99.0,98.0,97.0,98.0,103.0,102.0,104.0,99.0,118.0,102.0,89.0,107.0,99.0,104.0,108.0,91.0,101.0,109.0,104.0,92.0,105.0,113.0,85.0,98.0,110.0,112.0,106.0,108.0,101.42,7.512375050173706
0,2,22.0,27.0,25.0,24.0,27.0,20.0,28.0,20.0,25.0,19.0,24.0,21.0,29.0,24.0,23.0,20.0,23.0,21.0,26.0,21.0,25.0,21.0,24.0,25.0,22.0,24.0,32.0,14.0,18.0,21.0,26.0,24.0,21.0,25.0,18.0,20.0,26.0,18.0,23.0,26.0,21.0,18.0,27.0,27.0,19.0,19.0,30.0,25.0,29.0,23.0,19.0,21.0,29.0,18.0,23.0,24.0,17.0,21.0,24.0,22.0,18.0,25.0,30.0,23.0,21.0,25.0,20.0,25.0,21.0,20.0,23.0,22.0,19.0,21.0,16.0,29.0,21.0,15.0,19.0,28.0,20.0,24.0,27.0,21.0,18.0,16.0,36.0,26.0,21.0,22.0,27.0,26.0,22.0,19.0,18.0,18.0,14.0,19.0,19.0,19.0,21.0,24.0,21.0,17.0,24.0,27.0,29.0,23.0,20.0,20.0,29.0,22.0,21.0,23.0,24.0,24.0,22.0,19.0,27.0,20.0,23.0,21.0,21.0,21.0,25.0,21.0,24.0,18.0,20.0,23.0,35.0,25.0,23.0,26.0,24.0,22.0,18.0,20.0,22.0,21.0,22.0,25.0,26.0,25.0,25.0,21.0,22.0,19.0,21.0,14.0,20.0,26.0,21.0,25.0,18.0,23.0,22.0,21.0,23.0,18.0,29.0,31.0,19.0,21.0,13.0,24.0,20.0,22.0,18.0,27.0,26.0,22.0,21.0,22.0,18.0,27.0,20.0,23.0,22.0,23.0,25.0,18.0,16.0,28.0,23.0,21.0,26.0,18.0,35.0,24.0,27.0,25.0,23.0,27.0,25.0,34.0,23.0,17.0,21.0,24.0,16.0,22.6,3.9570559077787157
0,3,13.0,8.0,10.0,14.0,8.0,15.0,12.0,8.0,14.0,12.0,12.0,14.0,15.0,12.0,12.0,13.0,12.0,8.0,7.0,10.0,13.0,7.0,14.0,13.0,14.0,9.0,11.0,12.0,12.0,12.0,9.0,9.0,10.0,13.0,7.0,11.0,7.0,15.0,12.0,10.0,11.0,16.0,10.0,7.0,13.0,10.0,11.0,13.0,9.0,11.0,13.0,12.0,10.0,12.0,11.0,9.0,11.0,14.0,12.0,11.0,10.0,9.0,9.0,11.0,9.0,10.0,11.0,9.0,10.0,11.0,9.0,13.0,16.0,13.0,15.0,13.0,12.0,17.0,13.0,11.0,14.0,12.0,15.0,11.0,14.0,17.0,6.0,9.0,14.0,10.0,10.0,9.0,10.0,10.0,9.0,10.0,13.0,14.0,12.0,10.0,10.0,10.0,9.0,9.0,11.0,10.0,12.0,11.0,9.0,13.0,10.0,13.0,11.0,14.0,13.0,10.0,13.0,11.0,11.0,18.0,12.0,12.0,19.0,9.0,8.0,11.0,13.0,15.0,6.0,11.0,10.0,16.0,12.0,12.0,9.0,15.0,18.0,12.0,14.0,12.0,11.0,15.0,9.0,13.0,11.0,13.0,10.0,11.0,11.0,16.0,11.0,13.0,15.0,13.0,13.0,12.0,11.0,16.0,12.0,8.0,10.0,13.0,13.0,12.0,14.0,9.0,12.0,7.0,15.0,9.0,10.0,13.0,11.0,11.0,17.0,10.0,15.0,14.0,13.0,8.0,7.0,17.0,16.0,13.0,9.0,9.0,9.0,9.0,13.0,14.0,13.0,9.0,18.0,10.0,14.0,14.0,10.0,14.0,14.0,16.0,18.0,11.71,2.5805417996807356
1,0,381.0,406.0,391.0,415.0,399.0,400.0,416.0,405.0,389.0,385.0,393.0,400.0,408.0,378.0,385.0,393.0,399.0,403.0,408.0,394.0,424.0,389.0,382.0,404.0,412.0,395.0,399.0,409.0,380.0,389.0,392.0,402.0,398.0,403.0,396.0,396.0,397.0,400.0,405.0,391.0,397.0,397.0,383.0,405.0,406.0,389.0,393.0,397.0,391.0,404.0,394.0,391.0,399.0,409.0,393.0,392.0,409.0,388.0,395.0,390.0,384.0,385.0,406.0,378.0,402.0,400.0,408.0,402.0,400.0,401.0,408.0,397.0,409.0,402.0,389.0,379.0,392.0,393.0,408.0,392.0,395.0,405.0,400.0,407.0,407.0,379.0,406.0,389.0,405.0,391.0,390.0,396.0,387.0,402.0,413.0,395.0,400.0,404.0,383.0,412.0,410.0,404.0,409.0,416.0,394.0,397.0,390.0,392.0,405.0,397.0,386.0,389.0,407.0,400.0,394.0,395.0,399.0,390.0,410.0,404.0,383.0,394.0,392.0,397.0,412.0,409.0,397.0,403.0,403.0,398.0,408.0,400.0,418.0,390.0,394.0,390.0,400.0,390.0,382.0,398.0,384.0,392.0,418.0,399.0,422.0,414.0,394.0,393.0,395.0,408.0,391.0,378.0,398.0,392.0,404.0,388.0,391.0,407.0,394.0,413.0,415.0,390.0,389.0,390.0,384.0,397.0,392.0,386.0,404.0,401.0,399.0,394.0,389.0,389.0,398.0,382.0,397.0,401.0,380.0,397.0,399.0,416.0,379.0,395.0,390.0,404.0,419.0,380.0,391.0,378.0,416.0,387.0,401.0,406.0,389.0,385.0,391.0,391.0,392.0,388.0,398.0,397.215,9.692704348526252
1,1,60.0,57.0,55.0,65.0,50.0,46.0,56.0,51.0,58.0,51.0,64.0,60.0,50.0,55.0,58.0,46.0,56.0,51.0,51.0,57.0,54.0,54.0,64.0,43.0,50.0,54.0,59.0,55.0,58.0,64.0,53.0,54.0,61.0,54.0,58.0,50.0,54.0,63.0,55.0,62.0,60.0,52.0,55.0,62.0,45.0,51.0,42.0,51.0,53.0,43.0,58.0,64.0,48.0,46.0,59.0,59.0,59.0,61.0,51.0,60.0,53.0,53.0,55.0,53.0,54.0,55.0,66.0,57.0,54.0,57.0,54.0,64.0,52.0,57.0,56.0,59.0,50.0,51.0,49.0,49.0,49.0,61.0,67.0,60.0,52.0,59.0,51.0,57.0,57.0,54.0,50.0,46.0,65.0,55.0,51.0,54.0,55.0,52.0,55.0,49.0,45.0,56.0,61.0,51.0,58.0,56.0,59.0,47.0,52.0,60.0,60.0,50.0,52.0,57.0,57.0,53.0,50.0,51.0,45.0,62.0,61.0,61.0,52.0,54.0,58.0,57.0,47.0,59.0,53.0,55.0,60.0,46.0,61.0,54.0,63.0,51.0,56.0,62.0,49.0,43.0,57.0,65.0,52.0,48.0,59.0,57.0,49.0,59.0,58.0,53.0,55.0,63.0,55.0,59.0,49.0,71.0,61.0,58.0,59.0,54.0,49.0,53.0,49.0,55.0,50.0,53.0,46.0,60.0,63.0,51.0,49.0,65.0,54.0,58.0,58.0,57.0,60.0,56.0,51.0,54.0,51.0,49.0,62.0,59.0,58.0,62.0,53.0,51.0,48.0,55.0,56.0,55.0,55.0,56.0,58.0,45.0,63.0,54.0,51.0,54.0,62.0,55.025,5.3485897263018325
1,2,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,4.0,0.0,1.0,3.0,1.0,4.0,2.0,0.0,4.0,0.0,4.0,1.0,4.0,1.0,2.0,1.0,0.0,3.0,2.0,3.0,3.0,5.0,3.0,3.0,1.0,5.0,1.0,0.0,3.0,4.0,1.0,5.0,1.0,6.0,2.0,0.0,7.0,4.0,4.0,1.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0,1.0,3.0,0.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,0.0,3.0,3.0,1.0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,3.0,0.0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,0.0,2.0,3.0,6.0,6.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,5.0,3.0,1.0,1.0,6.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,4.0,1.0,3.0,3.0,2.0,0.0,4.0,5.0,5.0,2.0,5.0,3.0,3.0,1.0,5.0,2.0,5.0,2.0,2.0,1.0,3.0,2.0,1.0,5.0,3.0,2.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,0.0,3.0,3.0,2.475,1.3925050634589426
1,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.085,0.2970119196295159
2,0,214.0,210.0,206.0,209.0,207.0,221.0,204.0,201.0,217.0,210.0,200.0,212.0,216.0,238.0,214.0,209.0,210.0,213.0,211.0,202.0,188.0,217.0,223.0,218.0,231.0,211.0,213.0,206.0,224.0,211.0,213.0,210.0,216.0,223.0,211.0,214.0,226.0,216.0,212.0,216.0,216.0,212.0,218.0,218.0,194.0,215.0,219.0,224.0,212.0,211.0,210.0,205.0,221.0,224.0,216.0,198.0,195.0,220.0,212.0,222.0,213.0,226.0,213.0,211.0,223.0,220.0,198.0,209.0,202.0,207.0,215.0,226.0,216.0,221.0,220.0,226.0,212.0,211.0,219.0,218.0,215.0,219.0,198.0,202.0,203.0,213.0,211.0,221.0,211.0,214.0,218.0,209.0,220.0,226.0,216.0,221.0,206.0,212.0,214.0,203.0,211.0,203.0,209.0,201.0,218.0,208.0,217.0,214.0,221.0,227.0,211.0,215.0,229.0,229.0,209.0,231.0,219.0,220.0,213.0,209.0,222.0,208.0,232.0,200.0,205.0,219.0,237.0,221.0,210.0,212.0,223.0,192.0,211.0,208.0,204.0,210.0,211.0,225.0,208.0,212.0,231.0,218.0,194.0,221.0,195.0,209.0,205.0,208.0,201.0,200.0,211.0,219.0,208.0,204.0,200.0,233.0,213.0,207.0,224.0,207.0,200.0,216.0,222.0,220.0,213.0,215.0,218.0,221.0,223.0,225.0,200.0,200.0,228.0,218.0,206.0,223.0,219.0,221.0,228.0,227.0,216.0,202.0,217.0,216.0,215.0,202.0,225.0,231.0,225.0,240.0,213.0,217.0,212.0,214.0,205.0,225.0,213.0,218.0,221.0,226.0,202.0,214.095,9.207052955240508
2,1,53.0,57.0,53.0,42.0,45.0,50.0,38.0,58.0,55.0,48.0,61.0,50.0,50.0,52.0,53.0,51.0,55.0,56.0,46.0,42.0,51.0,40.0,53.0,58.0,41.0,50.0,51.0,60.0,43.0,48.0,51.0,56.0,55.0,52.0,57.0,51.0,63.0,48.0,54.0,55.0,48.0,49.0,45.0,49.0,51.0,61.0,53.0,52.0,62.0,48.0,42.0,43.0,45.0,40.0,50.0,42.0,55.0,47.0,49.0,43.0,56.0,47.0,47.0,52.0,55.0,53.0,46.0,57.0,62.0,65.0,44.0,48.0,54.0,45.0,53.0,48.0,52.0,52.0,50.0,58.0,54.0,46.0,51.0,40.0,55.0,50.0,54.0,56.0,55.0,53.0,58.0,49.0,58.0,60.0,46.0,44.0,56.0,44.0,41.0,56.0,50.0,55.0,47.0,51.0,61.0,51.0,53.0,52.0,46.0,48.0,54.0,62.0,49.0,53.0,43.0,48.0,53.0,53.0,49.0,50.0,53.0,50.0,37.0,52.0,49.0,47.0,50.0,50.0,49.0,50.0,52.0,59.0,50.0,56.0,45.0,49.0,56.0,47.0,53.0,54.0,41.0,44.0,46.0,48.0,50.0,51.0,60.0,52.0,51.0,46.0,52.0,50.0,48.0,57.0,53.0,51.0,52.0,67.0,58.0,55.0,57.0,47.0,52.0,46.0,63.0,50.0,56.0,57.0,55.0,46.0,53.0,48.0,52.0,56.0,45.0,49.0,50.0,46.0,52.0,47.0,53.0,46.0,48.0,50.0,48.0,44.0,49.0,51.0,58.0,50.0,58.0,54.0,36.0,54.0,50.0,50.0,54.0,59.0,47.0,46.0,49.0,50.96,5.445795021581829
2,2,4.0,8.0,6.0,3.0,5.0,3.0,5.0,5.0,8.0,7.0,3.0,3.0,7.0,6.0,6.0,7.0,5.0,2.0,8.0,8.0,6.0,2.0,7.0,2.0,6.0,4.0,4.0,8.0,5.0,9.0,7.0,5.0,6.0,4.0,5.0,8.0,5.0,5.0,2.0,6.0,5.0,3.0,3.0,8.0,8.0,7.0,5.0,4.0,6.0,10.0,5.0,8.0,1.0,4.0,6.0,7.0,4.0,6.0,6.0,4.0,6.0,5.0,3.0,7.0,5.0,3.0,8.0,4.0,7.0,4.0,6.0,3.0,2.0,8.0,8.0,6.0,7.0,6.0,8.0,5.0,3.0,7.0,7.0,7.0,1.0,6.0,3.0,5.0,4.0,7.0,7.0,3.0,7.0,7.0,4.0,2.0,6.0,7.0,5.0,4.0,4.0,6.0,6.0,3.0,9.0,7.0,4.0,6.0,4.0,3.0,6.0,2.0,4.0,2.0,5.0,6.0,6.0,9.0,9.0,4.0,6.0,6.0,3.0,3.0,8.0,4.0,4.0,4.0,6.0,3.0,9.0,7.0,3.0,5.0,1.0,7.0,7.0,6.0,4.0,5.0,6.0,3.0,5.0,2.0,10.0,2.0,7.0,6.0,5.0,6.0,1.0,7.0,7.0,5.0,5.0,5.0,0.0,6.0,4.0,6.0,5.0,7.0,5.0,6.0,4.0,5.0,5.0,4.0,2.0,5.0,6.0,9.0,5.0,7.0,8.0,6.0,5.0,5.0,4.0,1.0,5.0,7.0,9.0,8.0,7.0,5.0,5.0,5.0,4.0,4.0,4.0,7.0,4.0,4.0,13.0,4.0,5.0,7.0,8.0,7.0,4.0,5.34,2.043349304918164
