total_obs,total_exp,E,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,R50,R51,R52,R53,R54,R55,R56,R57,R58,R59,R60,R61,R62,R63,R64,R65,R66,R67,R68,R69,R70,R71,R72,R73,R74,R75,R76,R77,R78,R79,R80,R81,R82,R83,R84,R85,R86,R87,R88,R89,R90,R91,R92,R93,R94,R95,R96,R97,R98,R99,R100,R101,R102,R103,R104,R105,R106,R107,R108,R109,R110,R111,R112,R113,R114,R115,R116,R117,R118,R119,R120,R121,R122,R123,R124,R125,R126,R127,R128,R129,R130,R131,R132,R133,R134,R135,R136,R137,R138,R139,R140,R141,R142,R143,R144,R145,R146,R147,R148,R149,R150,R151,R152,R153,R154,R155,R156,R157,R158,R159,R160,R161,R162,R163,R164,R165,R166,R167,R168,R169,R170,R171,R172,R173,R174,R175,R176,R177,R178,R179,R180,R181,R182,R183,R184,R185,R186,R187,R188,R189,R190,R191,R192,R193,R194,R195,R196,R197,R198,R199,R200,rand_mean,rand_std
2,3,1.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.91,0.8517791017575839
3,0,130.0,133.0,143.0,130.0,141.0,128.0,125.0,121.0,123.0,138.0,132.0,142.0,132.0,139.0,136.0,138.0,130.0,132.0,141.0,150.0,126.0,126.0,133.0,128.0,126.0,124.0,145.0,130.0,140.0,122.0,134.0,135.0,130.0,123.0,139.0,135.0,116.0,131.0,137.0,126.0,137.0,142.0,150.0,138.0,136.0,137.0,148.0,129.0,138.0,142.0,149.0,124.0,141.0,130.0,137.0,142.0,139.0,142.0,136.0,136.0,137.0,136.0,124.0,141.0,131.0,132.0,130.0,124.0,129.0,132.0,125.0,138.0,137.0,136.0,130.0,113.0,126.0,135.0,127.0,133.0,134.0,130.0,122.0,132.0,138.0,136.0,135.0,132.0,138.0,134.0,136.0,140.0,123.0,119.0,142.0,140.0,135.0,140.0,149.0,134.0,126.0,135.0,126.0,132.0,131.0,141.0,136.0,136.0,131.0,125.0,132.0,139.0,133.0,127.0,129.0,148.0,122.0,121.0,137.0,144.0,117.0,137.0,133.0,136.0,128.0,127.0,118.0,114.0,138.0,130.0,116.0,149.0,136.0,138.0,135.0,146.0,140.0,133.0,135.0,125.0,128.0,124.0,134.0,135.0,141.0,128.0,127.0,139.0,147.0,148.0,126.0,133.0,129.0,140.0,136.0,127.0,128.0,115.0,126.0,128.0,125.0,148.0,139.0,135.0,128.0,136.0,130.0,129.0,121.0,145.0,145.0,146.0,130.0,131.0,130.0,129.0,124.0,131.0,120.0,139.0,139.0,128.0,142.0,122.0,130.0,131.0,121.0,142.0,128.0,136.0,121.0,150.0,135.0,137.0,146.0,128.0,123.0,129.0,139.0,122.0,152.0,133.105,7.974455133322074
3,1,49.0,35.0,35.0,45.0,50.0,37.0,57.0,39.0,44.0,40.0,43.0,44.0,37.0,41.0,40.0,57.0,47.0,38.0,39.0,37.0,42.0,52.0,40.0,49.0,40.0,56.0,39.0,42.0,41.0,51.0,43.0,38.0,41.0,45.0,39.0,40.0,42.0,47.0,36.0,47.0,38.0,34.0,37.0,43.0,49.0,37.0,43.0,44.0,34.0,40.0,38.0,47.0,55.0,46.0,49.0,46.0,51.0,53.0,35.0,47.0,47.0,45.0,38.0,50.0,43.0,44.0,40.0,48.0,51.0,41.0,45.0,47.0,52.0,48.0,45.0,48.0,45.0,41.0,39.0,46.0,39.0,39.0,44.0,46.0,43.0,44.0,35.0,49.0,42.0,43.0,38.0,43.0,41.0,47.0,54.0,41.0,41.0,42.0,46.0,45.0,46.0,41.0,41.0,46.0,40.0,51.0,42.0,44.0,49.0,39.0,39.0,41.0,33.0,55.0,58.0,47.0,34.0,46.0,32.0,38.0,50.0,48.0,53.0,35.0,47.0,42.0,43.0,48.0,40.0,47.0,38.0,54.0,40.0,46.0,39.0,39.0,46.0,40.0,57.0,49.0,48.0,45.0,45.0,49.0,40.0,44.0,43.0,57.0,46.0,33.0,56.0,50.0,50.0,34.0,34.0,39.0,41.0,37.0,36.0,49.0,48.0,45.0,43.0,41.0,46.0,49.0,49.0,46.0,39.0,37.0,46.0,49.0,38.0,36.0,47.0,38.0,38.0,39.0,50.0,43.0,45.0,46.0,37.0,40.0,41.0,40.0,37.0,41.0,38.0,46.0,37.0,43.0,51.0,45.0,46.0,46.0,45.0,35.0,40.0,40.0,46.0,43.485,5.560067151902782
3,2,14.0,8.0,8.0,14.0,9.0,10.0,10.0,8.0,10.0,11.0,12.0,14.0,9.0,9.0,7.0,10.0,8.0,8.0,8.0,13.0,9.0,9.0,6.0,7.0,6.0,11.0,9.0,8.0,10.0,9.0,8.0,8.0,14.0,6.0,4.0,9.0,7.0,7.0,7.0,14.0,10.0,10.0,10.0,6.0,8.0,10.0,9.0,9.0,6.0,9.0,9.0,9.0,10.0,9.0,10.0,11.0,5.0,7.0,8.0,14.0,11.0,5.0,16.0,9.0,8.0,5.0,7.0,6.0,6.0,7.0,16.0,8.0,10.0,6.0,9.0,9.0,10.0,6.0,7.0,12.0,6.0,7.0,5.0,7.0,10.0,9.0,9.0,9.0,3.0,12.0,9.0,12.0,10.0,12.0,11.0,10.0,5.0,7.0,4.0,7.0,8.0,11.0,4.0,8.0,14.0,7.0,9.0,8.0,10.0,7.0,6.0,9.0,8.0,8.0,10.0,7.0,6.0,7.0,11.0,4.0,8.0,10.0,5.0,7.0,6.0,9.0,12.0,8.0,8.0,6.0,8.0,9.0,9.0,9.0,11.0,6.0,10.0,11.0,11.0,13.0,7.0,11.0,9.0,12.0,11.0,11.0,7.0,5.0,7.0,9.0,9.0,6.0,12.0,3.0,8.0,5.0,11.0,10.0,13.0,7.0,8.0,3.0,10.0,5.0,8.0,9.0,13.0,8.0,11.0,11.0,11.0,8.0,4.0,4.0,6.0,10.0,10.0,9.0,4.0,12.0,10.0,14.0,4.0,10.0,7.0,7.0,7.0,15.0,8.0,8.0,11.0,9.0,9.0,8.0,7.0,15.0,10.0,7.0,9.0,7.0,10.0,8.685,2.572716336235629
3,3,2.0,4.0,1.0,2.0,2.0,2.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,3.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.95,0.9654847507962517
4,0,97.0,89.0,93.0,95.0,87.0,99.0,92.0,98.0,92.0,96.0,94.0,90.0,100.0,82.0,90.0,94.0,92.0,85.0,81.0,86.0,88.0,106.0,92.0,91.0,93.0,91.0,90.0,89.0,77.0,93.0,99.0,101.0,92.0,93.0,84.0,84.0,93.0,97.0,84.0,87.0,94.0,96.0,90.0,82.0,89.0,93.0,86.0,87.0,87.0,85.0,89.0,93.0,90.0,103.0,94.0,87.0,103.0,79.0,104.0,87.0,80.0,105.0,102.0,85.0,92.0,89.0,89.0,91.0,89.0,97.0,81.0,86.0,86.0,94.0,94.0,90.0,95.0,81.0,98.0,97.0,88.0,92.0,113.0,89.0,95.0,97.0,96.0,93.0,102.0,85.0,93.0,99.0,90.0,84.0,86.0,93.0,95.0,99.0,97.0,87.0,89.0,89.0,88.0,90.0,76.0,93.0,82.0,95.0,99.0,95.0,86.0,98.0,93.0,87.0,84.0,80.0,95.0,83.0,81.0,79.0,98.0,87.0,82.0,96.0,97.0,89.0,90.0,94.0,92.0,88.0,98.0,78.0,87.0,99.0,96.0,90.0,82.0,91.0,90.0,93.0,89.0,101.0,91.0,93.0,88.0,91.0,94.0,93.0,94.0,89.0,83.0,83.0,86.0,87.0,103.0,87.0,91.0,101.0,88.0,94.0,95.0,103.0,87.0,90.0,92.0,95.0,99.0,93.0,86.0,82.0,79.0,80.0,87.0,91.0,89.0,87.0,82.0,89.0,99.0,83.0,85.0,84.0,91.0,89.0,101.0,98.0,101.0,79.0,94.0,88.0,100.0,82.0,89.0,84.0,81.0,96.0,95.0,77.0,106.0,92.0,92.0,90.84,6.541279821911207
4,1,27.0,40.0,35.0,33.0,29.0,37.0,27.0,37.0,29.0,36.0,34.0,30.0,29.0,27.0,38.0,30.0,33.0,38.0,39.0,37.0,40.0,32.0,34.0,30.0,38.0,35.0,31.0,48.0,27.0,34.0,35.0,33.0,26.0,35.0,33.0,35.0,41.0,34.0,31.0,30.0,43.0,33.0,31.0,33.0,26.0,40.0,29.0,28.0,36.0,43.0,29.0,36.0,30.0,35.0,29.0,41.0,28.0,31.0,36.0,29.0,30.0,29.0,43.0,26.0,38.0,33.0,33.0,37.0,30.0,39.0,36.0,36.0,33.0,35.0,31.0,40.0,38.0,39.0,33.0,31.0,43.0,32.0,40.0,45.0,37.0,33.0,33.0,30.0,31.0,26.0,28.0,33.0,36.0,34.0,40.0,37.0,37.0,31.0,29.0,36.0,40.0,33.0,36.0,26.0,36.0,32.0,33.0,34.0,34.0,32.0,47.0,33.0,30.0,37.0,24.0,36.0,42.0,37.0,37.0,37.0,34.0,32.0,35.0,38.0,33.0,38.0,33.0,37.0,32.0,35.0,31.0,34.0,31.0,25.0,33.0,32.0,37.0,35.0,30.0,31.0,31.0,36.0,38.0,32.0,25.0,28.0,27.0,29.0,26.0,41.0,41.0,34.0,29.0,39.0,37.0,36.0,30.0,29.0,33.0,32.0,34.0,30.0,29.0,33.0,38.0,28.0,30.0,32.0,36.0,32.0,31.0,32.0,36.0,36.0,42.0,41.0,42.0,36.0,25.0,36.0,37.0,46.0,31.0,40.0,38.0,42.0,32.0,31.0,24.0,31.0,38.0,39.0,30.0,33.0,32.0,33.0,30.0,40.0,35.0,39.0,30.0,33.96,4.66445987544627
4,2,5.0,8.0,8.0,7.0,9.0,7.0,9.0,9.0,8.0,13.0,7.0,8.0,7.0,6.0,9.0,7.0,2.0,7.0,5.0,5.0,9.0,4.0,10.0,6.0,11.0,8.0,7.0,5.0,11.0,7.0,11.0,8.0,8.0,8.0,6.0,7.0,4.0,9.0,11.0,7.0,6.0,15.0,8.0,6.0,6.0,5.0,8.0,10.0,7.0,5.0,5.0,9.0,10.0,9.0,9.0,5.0,7.0,10.0,8.0,8.0,11.0,6.0,6.0,3.0,7.0,9.0,5.0,7.0,8.0,8.0,9.0,9.0,8.0,5.0,8.0,9.0,5.0,8.0,7.0,9.0,7.0,10.0,8.0,8.0,10.0,8.0,6.0,13.0,9.0,6.0,7.0,7.0,6.0,4.0,6.0,4.0,11.0,11.0,10.0,16.0,10.0,7.0,16.0,8.0,10.0,7.0,12.0,5.0,5.0,10.0,11.0,9.0,5.0,8.0,9.0,3.0,12.0,7.0,5.0,8.0,7.0,9.0,9.0,7.0,8.0,10.0,8.0,8.0,9.0,7.0,9.0,4.0,10.0,5.0,14.0,10.0,7.0,3.0,8.0,9.0,6.0,8.0,5.0,11.0,11.0,6.0,13.0,11.0,9.0,4.0,9.0,4.0,7.0,8.0,9.0,9.0,7.0,9.0,10.0,10.0,12.0,6.0,9.0,5.0,7.0,10.0,6.0,11.0,8.0,9.0,10.0,6.0,11.0,6.0,6.0,10.0,9.0,12.0,10.0,5.0,4.0,8.0,4.0,7.0,6.0,11.0,3.0,7.0,9.0,3.0,9.0,5.0,6.0,9.0,5.0,9.0,8.0,8.0,8.0,12.0,7.0,7.89,2.4572526228007776
4,3,3.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,6.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,3.0,5.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,4.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,1.18,1.0598188903779793
5,0,52.0,50.0,59.0,53.0,55.0,57.0,60.0,62.0,70.0,50.0,52.0,52.0,52.0,59.0,65.0,55.0,71.0,62.0,66.0,64.0,61.0,51.0,58.0,60.0,56.0,55.0,63.0,53.0,56.0,53.0,40.0,57.0,59.0,48.0,57.0,59.0,60.0,64.0,52.0,51.0,55.0,52.0,59.0,59.0,61.0,45.0,57.0,55.0,63.0,54.0,49.0,65.0,54.0,53.0,52.0,48.0,45.0,61.0,62.0,53.0,64.0,50.0,54.0,68.0,47.0,54.0,63.0,59.0,58.0,51.0,57.0,49.0,53.0,64.0,67.0,62.0,49.0,60.0,60.0,55.0,62.0,59.0,53.0,61.0,53.0,55.0,57.0,48.0,52.0,67.0,59.0,46.0,53.0,60.0,47.0,56.0,59.0,54.0,54.0,64.0,57.0,61.0,61.0,66.0,64.0,51.0,51.0,61.0,50.0,60.0,60.0,56.0,61.0,61.0,62.0,62.0,59.0,70.0,66.0,56.0,52.0,47.0,63.0,65.0,56.0,60.0,57.0,60.0,60.0,50.0,53.0,61.0,66.0,54.0,61.0,68.0,55.0,62.0,57.0,56.0,61.0,54.0,67.0,61.0,54.0,63.0,64.0,54.0,61.0,59.0,66.0,66.0,53.0,66.0,58.0,54.0,64.0,58.0,57.0,59.0,58.0,54.0,59.0,53.0,68.0,54.0,53.0,52.0,61.0,58.0,50.0,61.0,58.0,60.0,53.0,61.0,57.0,56.0,60.0,50.0,64.0,63.0,64.0,60.0,53.0,44.0,59.0,64.0,56.0,54.0,66.0,53.0,66.0,51.0,65.0,46.0,66.0,57.0,54.0,67.0,48.0,57.525,5.823136577308657
5,1,28.0,24.0,27.0,27.0,28.0,26.0,28.0,30.0,27.0,27.0,25.0,33.0,32.0,34.0,24.0,24.0,25.0,32.0,28.0,35.0,23.0,35.0,23.0,28.0,22.0,22.0,34.0,39.0,36.0,30.0,25.0,30.0,29.0,23.0,24.0,28.0,25.0,27.0,40.0,27.0,23.0,27.0,17.0,28.0,33.0,29.0,30.0,26.0,19.0,32.0,29.0,30.0,30.0,23.0,32.0,32.0,30.0,26.0,32.0,37.0,28.0,26.0,27.0,29.0,28.0,24.0,27.0,31.0,29.0,23.0,26.0,19.0,25.0,29.0,21.0,29.0,29.0,28.0,26.0,24.0,25.0,30.0,24.0,22.0,29.0,34.0,29.0,29.0,29.0,28.0,29.0,30.0,32.0,23.0,30.0,32.0,27.0,26.0,29.0,25.0,26.0,30.0,25.0,25.0,27.0,30.0,33.0,29.0,27.0,29.0,21.0,25.0,28.0,26.0,25.0,25.0,22.0,26.0,30.0,29.0,36.0,28.0,30.0,32.0,33.0,25.0,28.0,27.0,25.0,26.0,31.0,27.0,21.0,32.0,34.0,31.0,30.0,21.0,23.0,28.0,33.0,19.0,30.0,19.0,34.0,26.0,28.0,29.0,27.0,29.0,19.0,26.0,30.0,27.0,31.0,28.0,29.0,30.0,26.0,29.0,26.0,23.0,31.0,36.0,20.0,21.0,27.0,28.0,28.0,36.0,31.0,28.0,30.0,28.0,36.0,26.0,31.0,25.0,28.0,32.0,20.0,26.0,29.0,25.0,19.0,33.0,26.0,31.0,26.0,26.0,31.0,31.0,22.0,29.0,24.0,25.0,33.0,31.0,23.0,30.0,28.0,27.775,4.056680698731081
5,2,13.0,4.0,2.0,6.0,6.0,6.0,6.0,7.0,4.0,7.0,6.0,5.0,9.0,8.0,5.0,2.0,7.0,5.0,5.0,2.0,8.0,7.0,3.0,6.0,9.0,10.0,6.0,5.0,5.0,7.0,6.0,4.0,4.0,6.0,6.0,4.0,2.0,7.0,7.0,7.0,6.0,6.0,10.0,6.0,5.0,3.0,9.0,7.0,9.0,4.0,6.0,4.0,1.0,4.0,10.0,6.0,5.0,8.0,5.0,4.0,9.0,8.0,3.0,7.0,4.0,8.0,8.0,7.0,6.0,3.0,10.0,6.0,3.0,5.0,7.0,3.0,6.0,7.0,12.0,3.0,6.0,6.0,5.0,2.0,2.0,6.0,8.0,4.0,4.0,6.0,7.0,2.0,7.0,5.0,1.0,5.0,4.0,9.0,8.0,5.0,4.0,8.0,4.0,7.0,4.0,7.0,4.0,8.0,7.0,10.0,7.0,6.0,10.0,4.0,9.0,6.0,3.0,4.0,7.0,3.0,6.0,5.0,8.0,6.0,10.0,6.0,8.0,4.0,5.0,7.0,6.0,9.0,6.0,11.0,6.0,3.0,3.0,7.0,6.0,3.0,6.0,9.0,6.0,6.0,6.0,8.0,6.0,4.0,8.0,5.0,6.0,6.0,9.0,8.0,5.0,8.0,4.0,1.0,7.0,4.0,4.0,8.0,3.0,4.0,9.0,6.0,1.0,4.0,6.0,4.0,5.0,9.0,8.0,10.0,7.0,5.0,6.0,4.0,10.0,6.0,8.0,7.0,12.0,12.0,6.0,1.0,7.0,6.0,5.0,6.0,8.0,2.0,14.0,5.0,3.0,3.0,4.0,3.0,6.0,4.0,3.0,5.895,2.3519424240038584
5,3,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,1.0,4.0,2.0,2.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,4.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,4.0,3.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,2.0,2.0,1.355,1.0557214304415097
