total_obs,total_exp,E,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,R50,R51,R52,R53,R54,R55,R56,R57,R58,R59,R60,R61,R62,R63,R64,R65,R66,R67,R68,R69,R70,R71,R72,R73,R74,R75,R76,R77,R78,R79,R80,R81,R82,R83,R84,R85,R86,R87,R88,R89,R90,R91,R92,R93,R94,R95,R96,R97,R98,R99,R100,R101,R102,R103,R104,R105,R106,R107,R108,R109,R110,R111,R112,R113,R114,R115,R116,R117,R118,R119,R120,R121,R122,R123,R124,R125,R126,R127,R128,R129,R130,R131,R132,R133,R134,R135,R136,R137,R138,R139,R140,R141,R142,R143,R144,R145,R146,R147,R148,R149,R150,R151,R152,R153,R154,R155,R156,R157,R158,R159,R160,R161,R162,R163,R164,R165,R166,R167,R168,R169,R170,R171,R172,R173,R174,R175,R176,R177,R178,R179,R180,R181,R182,R183,R184,R185,R186,R187,R188,R189,R190,R191,R192,R193,R194,R195,R196,R197,R198,R199,R200,rand_mean,rand_std
6,0,36.0,41.0,33.0,44.0,38.0,34.0,38.0,29.0,35.0,40.0,35.0,39.0,42.0,35.0,38.0,44.0,36.0,41.0,44.0,39.0,39.0,31.0,40.0,38.0,47.0,41.0,36.0,35.0,53.0,39.0,44.0,37.0,31.0,47.0,47.0,41.0,36.0,39.0,37.0,48.0,45.0,37.0,42.0,42.0,31.0,43.0,34.0,38.0,35.0,35.0,44.0,40.0,40.0,36.0,47.0,37.0,40.0,27.0,41.0,37.0,38.0,40.0,37.0,35.0,39.0,41.0,38.0,34.0,37.0,49.0,45.0,36.0,40.0,38.0,36.0,41.0,41.0,40.0,39.0,32.0,35.0,34.0,40.0,35.0,43.0,35.0,36.0,32.0,39.0,38.0,34.0,37.0,45.0,39.0,36.0,41.0,34.0,46.0,34.0,26.0,37.0,41.0,45.0,38.0,35.0,41.0,41.0,42.0,35.0,37.0,41.0,36.0,33.0,39.0,38.0,29.0,42.0,42.0,35.0,31.0,45.0,38.0,40.0,29.0,39.0,40.0,37.0,41.0,32.0,36.0,40.0,30.0,43.0,36.0,36.0,31.0,41.0,40.0,38.0,34.0,36.0,31.0,38.0,44.0,47.0,41.0,34.0,46.0,35.0,32.0,33.0,40.0,32.0,38.0,40.0,47.0,38.0,37.0,39.0,21.0,43.0,29.0,45.0,43.0,34.0,36.0,40.0,42.0,37.0,38.0,37.0,50.0,39.0,41.0,38.0,42.0,42.0,37.0,37.0,48.0,32.0,42.0,38.0,37.0,34.0,49.0,41.0,38.0,46.0,40.0,31.0,40.0,30.0,35.0,40.0,35.0,29.0,44.0,42.0,44.0,41.0,38.38,4.868687770130169
6,1,23.0,30.0,26.0,26.0,31.0,27.0,27.0,21.0,26.0,20.0,30.0,24.0,26.0,31.0,22.0,28.0,28.0,18.0,24.0,23.0,22.0,23.0,24.0,21.0,22.0,28.0,20.0,20.0,28.0,35.0,32.0,30.0,31.0,25.0,33.0,22.0,23.0,28.0,21.0,28.0,27.0,29.0,27.0,25.0,23.0,26.0,20.0,28.0,25.0,23.0,30.0,22.0,20.0,21.0,16.0,17.0,21.0,32.0,22.0,21.0,25.0,26.0,29.0,27.0,33.0,25.0,22.0,21.0,21.0,21.0,23.0,22.0,28.0,28.0,30.0,23.0,28.0,26.0,32.0,24.0,24.0,27.0,19.0,29.0,20.0,27.0,23.0,26.0,29.0,23.0,26.0,33.0,26.0,28.0,29.0,21.0,19.0,27.0,22.0,18.0,26.0,26.0,26.0,21.0,25.0,23.0,27.0,25.0,22.0,33.0,38.0,28.0,24.0,23.0,31.0,35.0,32.0,19.0,30.0,23.0,17.0,31.0,19.0,25.0,21.0,22.0,23.0,26.0,25.0,28.0,25.0,22.0,30.0,24.0,27.0,26.0,19.0,32.0,20.0,34.0,24.0,24.0,25.0,15.0,17.0,27.0,24.0,20.0,26.0,32.0,32.0,28.0,34.0,19.0,33.0,21.0,32.0,27.0,22.0,20.0,29.0,29.0,21.0,27.0,23.0,33.0,30.0,29.0,18.0,21.0,26.0,20.0,25.0,15.0,22.0,30.0,27.0,32.0,23.0,33.0,26.0,23.0,17.0,23.0,33.0,23.0,24.0,22.0,28.0,25.0,27.0,23.0,31.0,28.0,25.0,37.0,25.0,22.0,18.0,22.0,28.0,25.335,4.530496883350683
6,2,6.0,6.0,13.0,6.0,4.0,9.0,6.0,9.0,4.0,5.0,9.0,5.0,3.0,5.0,7.0,7.0,5.0,4.0,5.0,5.0,7.0,7.0,9.0,9.0,4.0,4.0,5.0,3.0,6.0,12.0,1.0,3.0,7.0,6.0,6.0,11.0,10.0,4.0,5.0,7.0,6.0,7.0,7.0,7.0,9.0,2.0,10.0,5.0,6.0,7.0,5.0,8.0,12.0,8.0,6.0,8.0,8.0,10.0,5.0,6.0,6.0,5.0,6.0,7.0,8.0,9.0,7.0,6.0,8.0,7.0,5.0,11.0,11.0,6.0,5.0,7.0,6.0,14.0,3.0,13.0,6.0,6.0,10.0,11.0,8.0,4.0,8.0,9.0,7.0,12.0,9.0,9.0,7.0,9.0,7.0,5.0,3.0,7.0,7.0,6.0,9.0,6.0,10.0,11.0,6.0,6.0,7.0,5.0,7.0,8.0,5.0,7.0,7.0,8.0,5.0,7.0,8.0,7.0,8.0,10.0,7.0,7.0,3.0,5.0,7.0,9.0,5.0,5.0,10.0,2.0,4.0,12.0,10.0,7.0,8.0,7.0,7.0,6.0,6.0,5.0,5.0,10.0,4.0,6.0,7.0,7.0,3.0,10.0,5.0,5.0,7.0,4.0,4.0,4.0,8.0,2.0,8.0,10.0,14.0,5.0,6.0,10.0,6.0,8.0,4.0,13.0,8.0,2.0,7.0,3.0,7.0,5.0,10.0,7.0,2.0,7.0,10.0,4.0,4.0,4.0,5.0,9.0,7.0,9.0,8.0,13.0,6.0,8.0,10.0,6.0,4.0,7.0,5.0,4.0,5.0,6.0,8.0,8.0,13.0,4.0,4.0,6.84,2.5429773235995854
6,3,0.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,1.0,3.0,5.0,2.0,1.0,0.0,4.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,5.0,0.0,4.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,5.0,4.0,1.0,2.0,6.0,0.0,5.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,0.0,3.0,1.0,1.0,4.0,1.0,0.0,1.0,8.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,5.0,0.0,2.0,0.0,4.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,0.0,3.0,1.0,3.0,0.0,3.0,2.0,3.0,1.0,1.0,3.0,5.0,3.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.875,1.388891680622543
7,0,37.0,33.0,37.0,26.0,28.0,28.0,22.0,30.0,29.0,36.0,29.0,29.0,27.0,31.0,29.0,24.0,29.0,31.0,29.0,35.0,29.0,32.0,37.0,33.0,31.0,29.0,30.0,31.0,25.0,31.0,30.0,22.0,25.0,31.0,23.0,23.0,34.0,27.0,30.0,31.0,33.0,26.0,34.0,28.0,37.0,31.0,33.0,35.0,29.0,42.0,31.0,29.0,33.0,25.0,24.0,35.0,24.0,31.0,22.0,30.0,32.0,29.0,27.0,29.0,33.0,33.0,36.0,31.0,25.0,30.0,31.0,32.0,30.0,29.0,30.0,25.0,28.0,37.0,23.0,30.0,40.0,34.0,32.0,30.0,37.0,31.0,34.0,40.0,26.0,30.0,28.0,25.0,28.0,24.0,30.0,27.0,30.0,27.0,35.0,34.0,31.0,30.0,24.0,30.0,27.0,32.0,28.0,28.0,28.0,31.0,28.0,31.0,33.0,30.0,40.0,33.0,29.0,28.0,37.0,34.0,25.0,31.0,32.0,22.0,27.0,29.0,32.0,34.0,29.0,37.0,37.0,27.0,28.0,30.0,31.0,34.0,27.0,27.0,34.0,31.0,29.0,31.0,33.0,22.0,28.0,24.0,29.0,30.0,26.0,21.0,22.0,30.0,34.0,22.0,25.0,34.0,25.0,20.0,38.0,35.0,30.0,26.0,27.0,35.0,24.0,30.0,34.0,31.0,32.0,35.0,31.0,30.0,20.0,36.0,33.0,26.0,18.0,41.0,33.0,21.0,29.0,26.0,22.0,34.0,23.0,21.0,28.0,33.0,22.0,27.0,34.0,35.0,27.0,30.0,23.0,30.0,26.0,32.0,34.0,26.0,30.0,29.695,4.453215765406651
7,1,21.0,19.0,16.0,21.0,26.0,22.0,26.0,18.0,21.0,16.0,21.0,22.0,26.0,19.0,18.0,20.0,16.0,23.0,28.0,22.0,23.0,25.0,17.0,38.0,26.0,21.0,24.0,20.0,23.0,19.0,21.0,28.0,26.0,26.0,19.0,22.0,24.0,24.0,26.0,16.0,18.0,28.0,24.0,22.0,25.0,19.0,22.0,34.0,30.0,19.0,19.0,24.0,20.0,30.0,22.0,25.0,22.0,24.0,16.0,27.0,19.0,24.0,20.0,21.0,26.0,19.0,23.0,25.0,20.0,20.0,22.0,32.0,24.0,23.0,33.0,30.0,18.0,28.0,27.0,29.0,26.0,25.0,20.0,21.0,16.0,31.0,17.0,26.0,26.0,19.0,21.0,23.0,18.0,27.0,21.0,25.0,35.0,18.0,22.0,27.0,22.0,20.0,24.0,31.0,20.0,23.0,24.0,19.0,20.0,23.0,18.0,28.0,23.0,19.0,24.0,22.0,19.0,19.0,18.0,22.0,20.0,21.0,29.0,25.0,24.0,23.0,18.0,22.0,25.0,26.0,23.0,26.0,19.0,24.0,22.0,22.0,31.0,24.0,23.0,22.0,27.0,27.0,14.0,32.0,27.0,27.0,31.0,23.0,29.0,27.0,19.0,20.0,28.0,27.0,20.0,23.0,23.0,20.0,17.0,33.0,21.0,27.0,18.0,21.0,22.0,23.0,23.0,25.0,22.0,20.0,19.0,22.0,22.0,23.0,17.0,20.0,23.0,25.0,29.0,27.0,30.0,17.0,30.0,15.0,25.0,26.0,23.0,23.0,29.0,26.0,22.0,23.0,24.0,25.0,26.0,22.0,18.0,24.0,23.0,25.0,21.0,23.16,4.173907945521612
7,2,8.0,10.0,8.0,7.0,7.0,8.0,8.0,9.0,6.0,8.0,11.0,11.0,4.0,7.0,2.0,8.0,9.0,7.0,7.0,5.0,6.0,11.0,4.0,4.0,8.0,9.0,5.0,9.0,4.0,5.0,9.0,4.0,6.0,3.0,7.0,8.0,6.0,8.0,4.0,9.0,4.0,5.0,9.0,9.0,5.0,13.0,7.0,7.0,11.0,8.0,8.0,7.0,6.0,8.0,6.0,5.0,9.0,5.0,5.0,6.0,6.0,11.0,4.0,6.0,4.0,6.0,5.0,5.0,6.0,5.0,10.0,5.0,5.0,4.0,11.0,5.0,8.0,9.0,2.0,5.0,6.0,5.0,11.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,7.0,6.0,12.0,8.0,9.0,6.0,6.0,8.0,9.0,6.0,9.0,6.0,8.0,10.0,8.0,6.0,5.0,8.0,4.0,8.0,7.0,5.0,6.0,9.0,7.0,6.0,9.0,16.0,10.0,5.0,7.0,5.0,5.0,10.0,6.0,9.0,5.0,5.0,11.0,6.0,6.0,6.0,10.0,5.0,7.0,5.0,8.0,6.0,5.0,6.0,5.0,8.0,9.0,4.0,7.0,6.0,3.0,12.0,6.0,12.0,6.0,4.0,8.0,8.0,6.0,6.0,6.0,9.0,10.0,2.0,5.0,8.0,7.0,6.0,6.0,7.0,4.0,10.0,4.0,9.0,8.0,4.0,9.0,10.0,6.0,3.0,5.0,6.0,9.0,4.0,3.0,3.0,6.0,7.0,5.0,3.0,13.0,7.0,6.0,7.0,9.0,8.0,1.0,7.0,9.0,7.0,7.0,5.0,7.0,10.0,6.815,2.342694192676886
7,3,5.0,2.0,0.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,2.0,4.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,0.0,4.0,1.0,3.0,3.0,5.0,3.0,1.0,4.0,3.0,2.0,0.0,1.0,0.0,4.0,4.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,0.0,1.0,3.0,2.0,1.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,5.0,3.0,2.0,2.0,0.0,5.0,1.0,5.0,2.0,1.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,4.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,0.0,5.0,4.0,3.0,1.0,3.0,1.0,2.0,4.0,0.0,2.0,4.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,5.0,3.0,4.0,2.0,2.0,3.0,1.91,1.2845819373511558
8,0,19.0,19.0,21.0,18.0,21.0,19.0,12.0,20.0,17.0,18.0,14.0,23.0,27.0,17.0,21.0,25.0,24.0,21.0,14.0,19.0,21.0,20.0,16.0,14.0,16.0,16.0,21.0,18.0,19.0,23.0,19.0,24.0,23.0,25.0,25.0,21.0,13.0,18.0,23.0,20.0,19.0,21.0,19.0,18.0,20.0,23.0,19.0,18.0,19.0,19.0,18.0,21.0,21.0,26.0,20.0,25.0,21.0,25.0,19.0,22.0,19.0,18.0,21.0,23.0,14.0,20.0,21.0,21.0,21.0,22.0,16.0,18.0,25.0,17.0,18.0,24.0,17.0,16.0,23.0,23.0,16.0,19.0,20.0,17.0,17.0,21.0,18.0,26.0,21.0,18.0,18.0,20.0,19.0,21.0,20.0,21.0,23.0,22.0,24.0,17.0,24.0,17.0,19.0,17.0,22.0,18.0,23.0,18.0,21.0,20.0,14.0,23.0,21.0,21.0,13.0,17.0,19.0,18.0,17.0,23.0,23.0,20.0,21.0,29.0,23.0,18.0,21.0,23.0,30.0,22.0,16.0,22.0,20.0,13.0,15.0,21.0,24.0,15.0,21.0,19.0,21.0,20.0,9.0,27.0,17.0,23.0,25.0,22.0,22.0,24.0,22.0,23.0,22.0,22.0,16.0,21.0,28.0,28.0,15.0,17.0,19.0,19.0,23.0,18.0,26.0,16.0,23.0,21.0,17.0,27.0,27.0,16.0,17.0,19.0,13.0,17.0,25.0,18.0,17.0,20.0,24.0,18.0,19.0,16.0,26.0,23.0,24.0,18.0,21.0,16.0,23.0,17.0,23.0,21.0,14.0,20.0,23.0,24.0,21.0,17.0,26.0,20.15,3.5184367245873016
8,1,20.0,17.0,14.0,27.0,15.0,16.0,20.0,20.0,26.0,24.0,15.0,16.0,15.0,17.0,18.0,17.0,13.0,14.0,18.0,20.0,16.0,14.0,21.0,17.0,18.0,21.0,22.0,12.0,16.0,20.0,21.0,17.0,17.0,21.0,20.0,23.0,26.0,19.0,15.0,21.0,25.0,16.0,15.0,17.0,18.0,18.0,19.0,17.0,19.0,18.0,17.0,18.0,18.0,20.0,19.0,12.0,24.0,6.0,18.0,20.0,17.0,18.0,19.0,20.0,13.0,21.0,22.0,13.0,23.0,21.0,12.0,19.0,17.0,15.0,15.0,11.0,19.0,13.0,17.0,14.0,16.0,17.0,22.0,26.0,13.0,14.0,26.0,14.0,13.0,25.0,16.0,14.0,21.0,16.0,15.0,14.0,13.0,12.0,14.0,20.0,12.0,21.0,15.0,12.0,16.0,21.0,16.0,22.0,19.0,15.0,18.0,22.0,18.0,20.0,18.0,20.0,18.0,25.0,8.0,21.0,17.0,15.0,18.0,26.0,14.0,19.0,19.0,19.0,17.0,13.0,16.0,17.0,17.0,18.0,17.0,16.0,18.0,18.0,19.0,19.0,16.0,13.0,19.0,16.0,16.0,18.0,13.0,19.0,12.0,17.0,17.0,19.0,17.0,23.0,17.0,17.0,18.0,22.0,15.0,11.0,13.0,20.0,23.0,17.0,17.0,22.0,17.0,19.0,13.0,15.0,20.0,15.0,21.0,13.0,23.0,17.0,21.0,13.0,15.0,14.0,15.0,20.0,17.0,20.0,13.0,16.0,26.0,19.0,15.0,19.0,16.0,23.0,14.0,23.0,21.0,13.0,15.0,14.0,16.0,16.0,23.0,17.595,3.639671833459219
8,2,5.0,6.0,10.0,5.0,6.0,7.0,11.0,7.0,5.0,10.0,6.0,6.0,11.0,6.0,5.0,11.0,5.0,6.0,13.0,8.0,6.0,4.0,10.0,7.0,7.0,7.0,5.0,8.0,8.0,7.0,7.0,6.0,10.0,8.0,6.0,5.0,6.0,7.0,11.0,11.0,5.0,12.0,9.0,5.0,13.0,5.0,5.0,9.0,8.0,8.0,9.0,5.0,8.0,4.0,7.0,6.0,9.0,16.0,12.0,6.0,6.0,4.0,6.0,5.0,6.0,8.0,4.0,7.0,8.0,4.0,5.0,4.0,5.0,8.0,6.0,5.0,7.0,10.0,8.0,5.0,9.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,8.0,5.0,6.0,5.0,5.0,7.0,5.0,9.0,9.0,9.0,12.0,7.0,7.0,5.0,9.0,11.0,7.0,8.0,3.0,10.0,7.0,3.0,8.0,3.0,7.0,4.0,5.0,8.0,5.0,5.0,9.0,2.0,7.0,6.0,6.0,6.0,5.0,11.0,3.0,7.0,4.0,9.0,10.0,7.0,12.0,2.0,4.0,7.0,4.0,10.0,8.0,11.0,8.0,6.0,6.0,9.0,12.0,12.0,6.0,5.0,7.0,6.0,4.0,5.0,7.0,9.0,8.0,9.0,7.0,14.0,8.0,5.0,8.0,9.0,10.0,7.0,7.0,5.0,6.0,6.0,7.0,9.0,6.0,9.0,6.0,9.0,4.0,10.0,8.0,11.0,11.0,8.0,10.0,10.0,12.0,10.0,10.0,4.0,15.0,7.0,8.0,8.0,3.0,8.0,5.0,6.0,12.0,6.0,12.0,7.0,11.0,6.0,6.0,7.325,2.532080599191903
8,3,2.0,1.0,2.0,2.0,4.0,2.0,4.0,0.0,2.0,3.0,3.0,2.0,4.0,0.0,3.0,3.0,4.0,0.0,0.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,5.0,3.0,1.0,3.0,2.0,6.0,0.0,4.0,1.0,3.0,2.0,4.0,5.0,4.0,1.0,3.0,1.0,4.0,2.0,4.0,0.0,2.0,2.0,3.0,3.0,3.0,0.0,1.0,1.0,3.0,4.0,3.0,0.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,5.0,3.0,3.0,1.0,0.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,4.0,3.0,1.0,2.0,5.0,2.0,4.0,5.0,1.0,1.0,4.0,0.0,4.0,5.0,2.0,4.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,4.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,0.0,2.0,6.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,0.0,2.0,1.0,5.0,3.0,1.0,3.0,2.0,1.0,5.0,2.0,3.0,1.0,5.0,3.0,0.0,5.0,3.0,2.0,2.0,1.0,7.0,3.0,2.0,2.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,4.0,4.0,2.0,4.0,3.0,1.0,2.0,5.0,2.0,1.0,3.0,1.0,4.0,0.0,1.0,3.0,2.0,4.0,0.0,3.0,3.0,2.0,1.0,0.0,6.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,0.0,0.0,2.335,1.4777325425585932
9,0,22.0,20.0,15.0,14.0,18.0,14.0,15.0,15.0,16.0,16.0,16.0,18.0,13.0,19.0,15.0,15.0,11.0,17.0,14.0,17.0,15.0,15.0,15.0,13.0,13.0,20.0,14.0,18.0,15.0,7.0,19.0,15.0,12.0,11.0,13.0,16.0,19.0,16.0,11.0,15.0,17.0,13.0,12.0,16.0,9.0,10.0,13.0,13.0,11.0,12.0,16.0,12.0,14.0,16.0,13.0,19.0,13.0,19.0,17.0,15.0,17.0,11.0,16.0,15.0,18.0,16.0,13.0,14.0,13.0,13.0,16.0,19.0,13.0,13.0,16.0,15.0,27.0,13.0,14.0,21.0,14.0,12.0,16.0,11.0,14.0,10.0,17.0,13.0,18.0,15.0,20.0,17.0,11.0,16.0,16.0,19.0,15.0,14.0,14.0,17.0,17.0,15.0,11.0,10.0,24.0,10.0,13.0,14.0,18.0,13.0,17.0,12.0,14.0,15.0,16.0,10.0,18.0,16.0,24.0,17.0,17.0,14.0,13.0,18.0,13.0,13.0,16.0,8.0,16.0,14.0,16.0,14.0,15.0,17.0,18.0,13.0,14.0,17.0,14.0,11.0,16.0,15.0,18.0,20.0,15.0,13.0,24.0,10.0,14.0,18.0,15.0,16.0,17.0,15.0,22.0,11.0,13.0,14.0,11.0,16.0,16.0,18.0,13.0,11.0,13.0,15.0,14.0,20.0,16.0,13.0,12.0,16.0,20.0,12.0,17.0,10.0,13.0,16.0,18.0,16.0,12.0,19.0,19.0,20.0,13.0,18.0,16.0,17.0,17.0,18.0,12.0,13.0,17.0,18.0,20.0,13.0,16.0,14.0,11.0,10.0,14.0,15.08,3.0561906857291614
